,App ID,Name,Genre,Categories,Owners,Positive Reviews,Negative Reviews,Price,Initial Price,Discount,CCU
37782,509420,Riding Club Championships,"Action, Free to Play, Racing, Sports","Multi-player, Stats, Includes level editor, Steam Achievements, Cross-Platform Multiplayer, In-App Purchases",150000.0,461,150,0,0,0,21
37786,509560,Heroes of Dire,"Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Single-player, Co-op, Stats, MMO, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, PvP",150000.0,132,60,0,0,0,0
37788,509580,The Lord of the Rings: Adventure Card Game - Definitive Edition,"Adventure, RPG, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Online Co-op",35000.0,1045,362,1999,1999,0,12
37798,509820,Super Grav,"Action, Adventure, Indie, Racing","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,13,1,999,999,0,0
37807,509960,Pinga Ponga,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,26,32,99,99,0,0
37808,509980,BIGFOOT,"Action, Adventure, Indie, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Steam Trading Cards, Online PvP, Online Co-op, PvP",750000.0,11722,2724,1999,1999,0,302
37810,510000,Xecryst Remains,"Action, Free to Play, Indie, RPG, Early Access","Multi-player, Single-player, Co-op, Steam Cloud, Online Co-op",35000.0,68,22,0,0,0,0
37815,510080,Worldy Cup,"Action, Indie, Sports, Early Access","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,13,5,499,499,0,0
37822,510250,Super Destronaut,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,39,4,199,199,0,0
37826,510320,Conflict of Heroes: Awakening the Bear,"Simulation, Strategy","Multi-player, Single-player",10000.0,20,14,2999,2999,0,0
37827,510330,Shotgun Raiders,Indie,"Multi-player, Single-player, Includes level editor, Partial Controller Support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,15,12,0,0,0,0
37828,510360,Recession,"Action, Indie, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, Online PvP, Online Co-op, PvP",10000.0,13,6,199,199,0,0
37834,510430,Stacks On Stacks (On Stacks),"Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",10000.0,12,0,1299,1299,0,0
37836,510500,Executive Assault 2,"Action, Indie, Strategy, Early Access","Multi-player, Single-player, Co-op, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",75000.0,801,152,2499,2499,0,16
37837,510510,WWE 2K17,"Simulation, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",350000.0,1093,604,0,0,0,12
37844,510620,THOTH,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",75000.0,356,67,499,499,0,1
37847,510660,Big Bang Empire,"Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Single-player, MMO, Cross-Platform Multiplayer, In-App Purchases",150000.0,720,351,0,0,0,61
37857,510840,Evolvation,"Action, Casual, Indie, Simulation","Multi-player, Single-player, Co-op, Stats, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Steam Turn Notifications, Online PvP, Online Co-op, PvP",1500000.0,631,281,999,999,0,9
37864,511070,MANIC MINERS,"Casual, Indie, Strategy","Multi-player, Single-player, Commentary available, Stats, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Workshop, Online PvP, PvP",10000.0,7,7,199,199,0,0
37880,511440,Last Year: The Nightmare,Action,"Multi-player, Co-op, Partial Controller Support, Steam Achievements, Online PvP, Online Co-op, PvP",35000.0,378,174,0,0,0,0
37886,511560,World of Golf,"Casual, Indie, Simulation, Sports","Multi-player, Single-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,10,8,499,499,0,0
37889,511610,Adventure Of Thieves,"Action, Casual, Indie, Early Access","Multi-player, Single-player, Includes level editor, Steam Achievements, In-App Purchases, Online PvP, PvP",10000.0,3,2,99,99,0,0
37900,511800,ONRAID,"Action, Free to Play, Indie, Massively Multiplayer, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, MMO, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, PvP",750000.0,1375,438,0,0,0,1
37901,511810,CHEXS,Strategy,"Multi-player, Single-player, Online PvP, PvP",10000.0,8,6,799,799,0,0
37902,511820,Le Havre: The Inland Port,"Casual, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Turn Notifications, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,27,21,699,699,0,1
37907,512020,Box Maze,"Action, Adventure, Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Remote Play Together",75000.0,99,48,28,99,72,70
37911,512090,Tank Defense Division,"Action, Indie, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Partial Controller Support, Steam Achievements, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,3,3,999,999,0,0
37915,512160,Volleying,"Casual, Indie, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, PvP",75000.0,215,91,99,99,0,1
37918,512220,Trickster VR: Co-op Dungeon Crawler,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Online PvP, Online Co-op, PvP",35000.0,391,65,1299,1299,0,0
37921,512250,Oh...Sir!! The Insult Simulator,"Indie, Simulation","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Steam Trading Cards, Remote Play Together",350000.0,3155,306,59,199,70,7
37924,512300,Unbox: Newbie's Adventure,"Action, Adventure, Indie","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",75000.0,484,98,1999,1999,0,1
37931,512470,The Pirate: Caribbean Hunt,"Action, Adventure, Free to Play, Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Steam Cloud, Cross-Platform Multiplayer, In-App Purchases, Online PvP, Online Co-op, PvP",750000.0,3240,735,0,0,0,48
37932,512490,Zombie Estate 2,"Action, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",75000.0,518,14,249,499,50,13
37934,512560,HoCWar,"Free to Play, Strategy","Multi-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards, Online PvP, PvP",75000.0,70,53,0,0,0,0
37939,512680,Pan-Dimensional Conga Combat,"Action, Casual, Indie","Multi-player, Single-player, Stats, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,14,0,499,499,0,0
37943,512770,IACTURA,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",75000.0,21,10,99,99,0,0
37947,512900,Streets of Rogue,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Steam Workshop, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, LAN PvP, LAN Co-op, PvP",750000.0,16111,611,1999,1999,0,454
37949,513000,KUBOOM,"Action, Adventure, Free to Play, Indie, Massively Multiplayer","Multi-player, Co-op, MMO, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, PvP",350000.0,1571,1306,0,0,0,61
37954,513190,Voidrunner,"Action, Casual, Indie, Early Access","Multi-player, Single-player, Captions available, Partial Controller Support, Steam Achievements, Steam Trading Cards, Online PvP, PvP",10000.0,57,24,0,0,0,0
37963,513300,Schacht,"Action, Casual, Indie, Racing","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,28,6,0,0,0,0
37964,513310,Aviators,"Action, Casual, Indie, Sports, Early Access","Multi-player, Partial Controller Support, Steam Cloud, Online PvP, PvP",10000.0,1,0,299,299,0,0
37973,513510,Intralism,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Stats, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop",750000.0,4304,619,299,299,0,4
37974,513560,Hunger Dungeon,"Action, Adventure, Free to Play, Indie, RPG, Strategy","Multi-player, Single-player, Partial Controller Support, In-App Purchases, Online PvP, PvP",350000.0,1649,637,0,0,0,0
37977,513590,So Many Cubes,"Action, Casual, Strategy, Early Access","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Remote Play Together",350000.0,45,104,199,199,0,4
37983,513710,SCUM,"Action, Adventure, Indie, Massively Multiplayer, Early Access","Multi-player, Single-player, Co-op, Stats, MMO, Steam Achievements, Steam Trading Cards, Online PvP, Online Co-op, PvP",3500000.0,58327,19664,3499,3499,0,11793
37991,513840,Friday Night Bullet Arena,"Action, Indie","Multi-player, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP",10000.0,9,2,999,999,0,0
37993,513880,Panzer Warfare,"Action, Casual, Indie, Massively Multiplayer, Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Online PvP, PvP",35000.0,43,26,61,199,69,2
37999,513980,Oh No! Bugs!,"Casual, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Online Co-op, Shared/Split Screen Co-op, Remote Play Together",150000.0,88,20,199,199,0,4
38005,514130,European Air War,Simulation,"Multi-player, Single-player, Co-op, Steam Cloud, LAN PvP, LAN Co-op, PvP",10000.0,18,1,999,999,0,1
38018,514400,Legends of Time,"Adventure, Casual, RPG, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,15,9,499,499,0,0
38019,514410,Gun Brothers,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Remote Play on TV, Remote Play Together, PvP",10000.0,37,58,1999,1999,0,0
38020,514460,Cyberline Racing,"Action, Indie, Racing","Multi-player, Single-player, Partial Controller Support, Steam Trading Cards, Online PvP, PvP",75000.0,70,43,99,99,0,0
38021,514470,Fantastic 4 In A Row 2,"Casual, Strategy","Multi-player, Single-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,54,43,99,99,0,0
38022,514480,Fantastic Checkers 2,"Casual, Strategy","Multi-player, Single-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",75000.0,37,63,99,99,0,0
38025,514510,Unreal Heroes,"Action, Indie, Massively Multiplayer","Multi-player, Online PvP, PvP",10000.0,0,1,999,999,0,0
38033,514640,TankYou!,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",10000.0,11,2,499,499,0,0
38051,514930,Super Hop 'N' Bop ULTRA,"Action, Casual, Indie","Multi-player, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,6,4,199,199,0,0
38053,514990,Outbreak,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",150000.0,71,44,999,999,0,0
38059,515180,Bus Simulator 18,Simulation,"Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Online Co-op",750000.0,8828,2130,2499,2499,0,226
38061,515220,F1 2017,"Racing, Simulation, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Workshop, Remote Play on TV",350000.0,5111,765,0,0,0,117
38076,516030,Insane Robots,"Adventure, Casual, Indie, RPG, Strategy","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,20,4,1999,1999,0,0
38078,516110,ToeJam & Earl: Back in the Groove!,"Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",150000.0,840,91,1499,1499,0,6
38083,516430,Ruin of the Reckless,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",10000.0,62,14,999,999,0,0
38090,516510,Orake Classic,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Co-op, MMO, Online PvP, Online Co-op, PvP",350000.0,460,190,0,0,0,5
38091,516530,Chaos Of Hearts,"Action, Adventure, Strategy, Early Access","Multi-player, MMO, Online PvP, PvP",10000.0,2,2,499,499,0,0
38103,516790,Fat Mask,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,18,4,999,999,0,0
38108,516890,Alchemic Jousts,"Action, Casual, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,32,5,899,899,0,0
38113,516960,B.C.E.,"Action, Indie","Multi-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,4,2,99,99,0,0
38116,517020,Virtual Warfighter,"Action, Indie, Simulation, Strategy, Early Access","Multi-player, Online PvP, PvP",10000.0,44,26,0,0,0,0
