,App ID,Name,Genre,Categories,Owners,Positive Reviews,Negative Reviews,Price,Initial Price,Discount,CCU
37217,49520,Borderlands 2,"Action, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",15000000.0,250447,16743,1999,1999,0,3433
37221,495290,AccuRC 2,"Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Cloud, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,357,43,4999,4999,0,22
37225,49540,Aliens: Colonial Marines Collection,Action,"Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Remote Play on TV",1500000.0,5890,4122,2999,2999,0,34
37226,495420,State of Decay 2: Juggernaut Edition,"Action, RPG, Simulation","Multi-player, Single-player, Co-op, Captions available, Partial Controller Support, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Online Co-op",1500000.0,32200,7250,2999,2999,0,3032
37228,495520,Ping Pong League,Sports,"Multi-player, Single-player",35000.0,72,42,0,0,0,1
37230,495550,Baskhead,"Action, Casual, Sports","Multi-player, Single-player, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,5,0,499,499,0,0
37232,495570,ConflictCraft,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy","Multi-player, Single-player, Co-op, Stats, Includes level editor, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",150000.0,468,97,499,499,0,0
37233,495580,Divided We Fall: Play For Free,"Action, Free to Play, Indie, Strategy","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Workshop, Online PvP, PvP",35000.0,125,105,0,0,0,0
37234,495600,Asteroid Fight,"Action, Casual, Indie, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",10000.0,13,7,0,0,0,0
37235,495680,Overdriven Reloaded,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",10000.0,28,4,799,799,0,0
37243,495820,Lil Tanks,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,19,4,499,499,0,0
37246,495900,Lance A Lot: Classic Edition,"Action, Casual, Indie","Multi-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,52,8,499,499,0,0
37247,495910,Dungeon Fighter Online,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Achievements, Steam Trading Cards, Online PvP, PvP",750000.0,3037,1807,0,0,0,239
37251,49600,Beat Hazard,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Remote Play Together",750000.0,6765,369,999,999,0,4
37262,496240,Onward,"Action, Indie, Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Cross-Platform Multiplayer, Online PvP, Online Co-op, SteamVR Collectibles, PvP",750000.0,5868,2339,2499,2499,0,85
37263,496250,Paddle Up,"Indie, Sports, Early Access","Multi-player, Single-player, Steam Achievements, Online PvP, PvP",10000.0,206,30,999,999,0,0
37265,496290,Deep Dark Dungeon,"Action, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",10000.0,30,20,999,999,0,0
37268,496320,Running Gods,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,18,6,499,499,0,2
37271,496360,RC Racing Off Road 2.0,"Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Cloud, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,0,5,1299,1299,0,0
37280,496510,M.EXE,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,25,9,0,0,0,0
37282,496550,Noob Squad,"Action, Casual, Indie, Massively Multiplayer","Multi-player, Steam Trading Cards, Online PvP, PvP",75000.0,215,277,99,99,0,0
37296,496790,Nothin' But Net,"Casual, Indie, Simulation, Sports","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Leaderboards, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",10000.0,5,2,499,499,0,0
37297,496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),Action,"Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Online PvP, Online Co-op, PvP",150000.0,1188,162,1499,1499,0,1
37299,496850,Brick Battalion,"Casual, Indie, Strategy","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Online PvP, Remote Play Together, PvP",10000.0,11,2,999,999,0,0
37331,497480,GravPool,"Casual, Indie, Sports","Multi-player, Single-player, Stats, Shared/Split Screen, Steam Leaderboards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,0,399,399,0,0
37332,497490,Project Hovercraft,"Action, Casual, Indie","Multi-player, Online PvP, PvP",10000.0,2,5,1499,1499,0,0
37342,497710,Holobunnies: Pause Cafe,"Action, Adventure, Indie","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,11,9,499,499,0,0
37349,497850,8-Bit Hordes,"Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards, Steam Workshop, Online PvP, Shared/Split Screen PvP, Online Co-op, Remote Play Together, PvP",75000.0,396,94,1499,1499,0,2
37350,497860,Zezenia Online,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Online PvP, PvP",75000.0,190,91,0,0,0,2
37352,497880,Doodle WHAT?!,"Casual, Indie, Strategy, Early Access","Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Online PvP, PvP",10000.0,8,8,999,999,0,0
37353,497940,Destiny of Ancient Kingdoms,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy","Multi-player, MMO, Steam Trading Cards, In-App Purchases, Online PvP, PvP",75000.0,87,87,0,0,0,0
37355,498000,Mushroom Crusher Extreme,"Action, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,10,2,799,799,0,0
37362,498280,Jurassic Survival,"Adventure, Indie, Simulation","Multi-player, Single-player",10000.0,11,33,899,899,0,0
37367,498340,Shards of Azuria,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, PvP",10000.0,61,37,799,799,0,0
37370,498380,AquaNimble,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,10,0,999,999,0,0
37374,498500,I Am The Hero,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Online Co-op, Shared/Split Screen Co-op, Remote Play Together",75000.0,443,93,999,999,0,0
37386,498740,Way of Redemption,"Action, Indie, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",10000.0,33,13,699,699,0,0
37388,498850,"Ortus Arena, strategy board game online, FOR FREE","Casual, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,26,15,0,0,0,0
37389,498940,"WarBirds Dawn of Aces, World War I Air Combat","Action, Massively Multiplayer, Simulation","Multi-player, Single-player, Partial Controller Support, MMO, In-App Purchases, Online PvP, PvP",10000.0,6,5,1499,1499,0,0
37391,498990,Balloon Chair Death Match,Action,"Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, PvP",10000.0,40,14,0,0,0,0
37392,49900,Plain Sight,"Action, Indie","Multi-player, Steam Achievements, Steam Leaderboards",75000.0,188,91,499,499,0,0
37398,499210,Road Rage,"Violent, Action, Racing","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP",10000.0,19,31,999,999,0,0
37399,499230,SurvHive,"Action, Indie, Early Access","Multi-player, Online PvP, PvP",10000.0,52,32,1499,1499,0,0
37413,499580,Crystal Control II,"Action, Indie","Multi-player, Single-player, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,5,0,499,499,0,0
37415,499660,Medieval Kingdom Wars,"Action, Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Online PvP, Online Co-op, PvP",150000.0,1936,556,799,1999,60,12
37420,50,Half-Life: Opposing Force,Action,"Multi-player, Single-player, Valve Anti-Cheat enabled, Remote Play Together",7500000.0,14887,756,499,499,0,106
37421,500,Left 4 Dead,Action,"Multi-player, Single-player, Valve Anti-Cheat enabled, Co-op, Captions available, Commentary available, Stats, Includes Source SDK, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Remote Play on TV, Remote Play Together",3500000.0,41585,1667,999,999,0,533
37425,500120,"Gazzel Quest, The Five Magic Stones","Action, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,11,7,99,99,0,0
37431,500260,Ben and Ed - Blood Party,"Action, Indie","Multi-player, Single-player, Co-op, Includes level editor, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Workshop, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",150000.0,1647,223,1499,1499,0,16
37437,500420,SoulHunt,"Action, Indie, Early Access","Multi-player, Stats, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, Online PvP, PvP",10000.0,70,17,899,899,0,0
37447,500670,Tormentor❌Punisher,"Action, Indie","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Steam Trading Cards, Remote Play Together",35000.0,479,62,799,799,0,0
37449,500710,Wild Terra Online,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, Co-op, MMO, Steam Achievements, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases",350000.0,1021,658,0,0,0,19
37452,500790,Moribund,"Action, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,18,1,999,999,0,0
37458,500980,Endangered,"Action, Adventure, Strategy","Multi-player, Single-player, Partial Controller Support, Online PvP, PvP",75000.0,5,8,0,0,0,0
37459,501020,Super Pixel Racers,"Action, Indie, Racing","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP",10000.0,77,30,1499,1499,0,0
37468,501190,Axis Football 2016,"Simulation, Sports","Multi-player, Single-player, Commentary available, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,92,33,499,499,0,0
37469,501210,Reign of Darkness,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Early Access","Multi-player, MMO, In-App Purchases, Online PvP, PvP",35000.0,216,66,1999,1999,0,0
37470,501220,Space Ribbon - Slipstream to the Extreme,"Action, Casual, Indie, Racing, Simulation, Sports","Multi-player, Single-player, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,59,36,399,399,0,0
37488,501590,Bulletstorm: Full Clip Edition,"Action, Adventure","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Online Co-op, Remote Play on TV",350000.0,5649,738,3999,3999,0,29
37494,501740,Dropship Down,"Action, Casual, Massively Multiplayer, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Leaderboards, Online PvP, Online Co-op, PvP",10000.0,20,20,0,0,0,0
37504,502070,Fast and Curious,"Action, Adventure, Casual","Multi-player, Single-player, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Online PvP, PvP",10000.0,3,1,499,499,0,0
37512,502210,Super Markup Man,"Casual, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",35000.0,78,16,399,399,0,1
37518,502340,Unbound,"Animation & Modeling, Design & Illustration, Game Development, Early Access","Multi-player, Single-player, Online PvP, PvP",10000.0,11,5,0,0,0,0
37519,502350,ATV Quadracer Ultimate,"Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Cloud, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,0,699,699,0,0
37520,502370,"Warhammer 40,000: Sanctus Reach",Strategy,"Multi-player, Single-player, Co-op, Steam Achievements, Steam Trading Cards, Online PvP, Online Co-op, PvP",75000.0,1067,178,2999,2999,0,35
37529,502500,ACE COMBAT 7: SKIES UNKNOWN,"Action, Simulation","Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Online PvP, PvP",1500000.0,25371,3937,1499,7499,80,566
37533,502550,Strike.is: The Game,"Action, Free to Play, Massively Multiplayer","Multi-player, Single-player, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",350000.0,941,342,0,0,0,6
37536,502650,Autumn Park Mini Golf,"Casual, Sports","Multi-player, Single-player, Steam Achievements, Online PvP",10000.0,27,9,199,199,0,0
37537,502700,Laser Lasso BALL,"Action, Indie, Sports","Multi-player, Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,26,2,199,199,0,0
37545,502800,SENRAN KAGURA ESTIVAL VERSUS,Action,"Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards",150000.0,4569,252,2999,2999,0,29
37550,502920,Gunnihilation,"Action, Indie, Early Access","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,13,0,999,999,0,0
37553,50300,Spec Ops: The Line,"Action, Adventure","Multi-player, Single-player, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Remote Play on TV",3500000.0,45663,3405,2999,2999,0,91
37554,503010,Azulgar: Star Commanders,"Action, Adventure, Indie, Simulation","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,56,47,1999,1999,0,0
37560,503100,Black Hat Cooperative,"Action, Casual, Indie, Strategy","Multi-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,57,19,999,999,0,0
37561,503140,Dungeon Punks,"Action, Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,17,3,1499,1499,0,0
37566,503240,Hurricane,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, Co-op, Steam Trading Cards",35000.0,93,67,99,99,0,0
37570,503340,Dig 4 Destruction,"Action, Casual, Massively Multiplayer","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards, Online PvP, PvP",10000.0,102,11,1199,1199,0,0
37571,503350,White Noise 2,"Action, Adventure, Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Online PvP, Online Co-op, Remote Play on TV, PvP",350000.0,2249,569,999,999,0,3
37586,503750,SPLASH BLAST PANIC,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",10000.0,6,4,1499,1499,0,0
37587,503770,Elven Assassin,"Action, Adventure, Indie, Simulation","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Leaderboards, Online PvP, Online Co-op, PvP",75000.0,499,84,1999,1999,0,68
37595,503960,Will of the Gods,"Casual, Indie, Strategy","Multi-player, Single-player, Stats, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",75000.0,29,9,299,299,0,0
37600,504090,3..2..1..Grenades!,"Action, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,26,1,799,799,0,0
37603,504130,Manual Samuel - Anniversary Edition,"Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",750000.0,2196,463,999,999,0,7
37609,504300,Gangs of Space,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, Co-op, Partial Controller Support, MMO, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",75000.0,310,103,0,0,0,1
37611,504370,Battlerite,"Action, Free to Play","Multi-player, Single-player, Steam Cloud, In-App Purchases, Online PvP, PvP",3500000.0,49353,9112,0,0,0,198
37619,504460,Team Racing League,"Racing, Early Access","Multi-player, Single-player, Co-op, Stats, Partial Controller Support, Steam Leaderboards, Online PvP, Shared/Split Screen PvP, Online Co-op, Remote Play Together, PvP",35000.0,63,25,999,999,0,0
37621,504490,The God's Chain,Action,"Multi-player, Single-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Online PvP, Online Co-op, PvP",350000.0,119,228,299,299,0,3
37622,504500,Hover Havoc,"Action, Adventure, Casual, Racing","Multi-player, Single-player, Stats, Steam Achievements, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,4,3,399,399,0,0
37625,504620,"Grid Legion, Storm","Free to Play, Indie, Strategy","Multi-player, Single-player, Partial Controller Support, Online PvP, PvP",10000.0,20,7,0,0,0,0
37630,504700,Blockships,"Action, Casual, Indie, Early Access","Multi-player, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,25,1,699,699,0,1
37633,504750,Lew Pulsipher's Doomstar,Strategy,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Steam Trading Cards, Steam Turn Notifications, Online PvP, PvP",35000.0,20,5,999,999,0,0
37637,504810,MXGP2 - The Official Motocross Videogame Compact,"Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud",35000.0,58,28,0,0,0,0
37641,504920,39 Days to Mars,"Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",35000.0,233,33,1004,1499,33,0
37644,505020,Neon Exile,"Action, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, Co-op, MMO, Online PvP, Online Co-op, PvP",10000.0,6,3,0,0,0,0
37651,505120,Valentino Rossi The Game Compact,"Racing, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Remote Play Together",10000.0,31,10,0,0,0,3
37653,505170,Carmageddon: Max Damage,Action,"Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV",350000.0,2167,642,1699,1699,0,21
37655,505220,King of Spin VR,"Action, Casual, Simulation, Sports","Multi-player, Single-player, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,7,6,0,0,0,0
37658,505290,Super Rock Blasters!,"Action, Indie","Multi-player, Single-player, Stats, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,3,0,299,299,0,0
37661,505460,Foxhole,"Action, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Valve Anti-Cheat enabled, MMO, Online PvP, PvP",750000.0,21512,4144,2999,2999,0,4045
37664,505640,Antihero,"Indie, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",75000.0,653,89,1499,1499,0,2
37667,505700,Anyland,"Adventure, Casual, Indie, Massively Multiplayer","Multi-player, Single-player, Includes level editor, MMO, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Online PvP, SteamVR Collectibles, PvP",10000.0,354,18,0,0,0,0
37669,505740,Eximius: Seize the Frontline,"Action, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, PvP",75000.0,467,161,2999,2999,0,6
37673,506140,Shop Heroes,"Casual, Free to Play, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, Single-player, Co-op, MMO, Cross-Platform Multiplayer, In-App Purchases, Online PvP, Online Co-op, PvP",750000.0,2449,1188,0,0,0,131
37674,506150,Dragon Bros,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",10000.0,24,2,899,899,0,0
37679,506500,Party Panic,"Action, Casual, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",350000.0,2211,675,1699,1699,0,14
37681,506540,Last Man Standing,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, Strategy","Multi-player, MMO, Online PvP",3500000.0,11132,7095,0,0,0,1
37689,506730,Dinosaur Forest,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards",150000.0,374,287,51,199,74,59
37700,507030,Bicyclism EP,"Action, Indie, Racing, Simulation, Sports","Multi-player, Single-player, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,15,9,799,799,0,0
37704,507120,The Superfluous,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,40,9,499,499,0,0
37708,507300,Club Manager 2017,"Simulation, Sports, Strategy","Multi-player, Single-player, Stats, Includes level editor, Shared/Split Screen, Remote Play Together",10000.0,30,22,0,0,0,0
37715,507490,Ashes of the Singularity: Escalation,"Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Stats, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Online PvP, Online Co-op, PvP",750000.0,3234,1038,2999,2999,0,49
37717,508170,BlackSmith HIT,"Action, Casual, Indie","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",350000.0,365,107,99,99,0,25
37731,508440,Totally Accurate Battle Simulator,"Indie, Simulation, Strategy","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Online PvP, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, PvP",3500000.0,93141,1999,1999,1999,0,6222
37732,508450,NASCAR Heat Evolution,Racing,"Multi-player, Single-player, Steam Achievements, Full controller support, Online PvP, Remote Play on TV, PvP",35000.0,167,141,999,999,0,1
37733,508520,MiniBotz,"Action, Casual, Indie, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,9,6,999,999,0,0
37736,508550,Sneak Thief,"Action, Indie, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Trading Cards, Online PvP, Online Co-op, PvP",150000.0,1090,349,1499,1499,0,3
37741,508650,Signal Decay,"Action, Adventure, Indie, Strategy, Early Access","Multi-player, Single-player, Co-op, Steam Cloud, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,52,12,1399,1399,0,0
37744,508690,AnimVR,"Indie, Animation & Modeling","Multi-player, Single-player, Co-op, Shared/Split Screen PvP, Shared/Split Screen Co-op, PvP",10000.0,9,7,2999,2999,0,0
37745,508710,Project Lounge,"Casual, Indie","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Steam Workshop",10000.0,53,22,109,1099,90,2
37746,508730,Painted Legend,"Action, Adventure, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Steam Trading Cards, Remote Play Together",10000.0,26,10,699,699,0,7
37748,508760,Ball of Wonder,"Casual, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",150000.0,45,24,499,499,0,1
37749,508790,Flat Heroes,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",75000.0,414,50,999,999,0,1
37758,508980,Crashday Redline Edition,"Action, Racing","Multi-player, Single-player, Includes level editor, Partial Controller Support, Steam Achievements, Steam Trading Cards, Steam Workshop, Online PvP, PvP",75000.0,1234,160,1199,1199,0,7
37767,509190,Rollout,"Action, Casual, Free to Play, Indie, Early Access","Multi-player, Stats, Steam Achievements, Online PvP, PvP",35000.0,44,33,0,0,0,0
37772,509250,TO THE TOP,"Action, Indie, Racing","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards, Online PvP, Online Co-op, SteamVR Collectibles, PvP",150000.0,636,101,999,1999,50,2
37780,50940,Hidden Expedition: Titanic,Casual,"Multi-player, Single-player",10000.0,12,2,999,999,0,0
